stock,date,n_articles,mean_score,weighted_score,mean_confidence,pos_count,neg_count,neu_count,pos_ratio,neg_ratio
ACI,2011-01-10,1,-0.9449746310710908,-0.9449746310710908,0.954651415348053,0,1,0,0.0,1.0
ACI,2011-12-23,1,0.0514254011213779,0.0514254011213779,0.9227035641670228,0,0,1,0.0,0.0
ACI,2012-05-09,1,0.0760328061878681,0.0760328061878681,0.8821892738342285,0,0,1,0.0,0.0
ACI,2012-12-10,1,0.0514254011213779,0.0514254011213779,0.9227035641670228,0,0,1,0.0,0.0
ACI,2013-06-07,1,0.4027766436338424,0.4027766436338424,0.5729663968086243,1,0,0,1.0,0.0
ACI,2014-07-03,1,0.9383520148694516,0.9383520148694516,0.9587256908416748,1,0,0,1.0,0.0
ACI,2017-07-17,1,0.0313102062791585,0.0313102062791585,0.927023947238922,0,0,1,0.0,0.0
ACI,2017-10-27,1,-0.9248618697747588,-0.9248618697747588,0.9345196485519408,0,1,0,0.0,1.0
ACI,2017-11-03,1,0.0313102062791585,0.0313102062791585,0.927023947238922,0,0,1,0.0,0.0
ACI,2018-05-10,1,-0.9659014819189906,-0.9659014819189906,0.9756759405136108,0,1,0,0.0,1.0
ACI,2018-08-09,1,0.0760328061878681,0.0760328061878681,0.8821892738342285,0,0,1,0.0,0.0
ACI,2019-05-08,1,-0.92496535833925,-0.92496535833925,0.93505859375,0,1,0,0.0,1.0
ACI,2019-05-22,1,-0.9504115842282772,-0.9504115842282772,0.9659501910209656,0,1,0,0.0,1.0
ACI,2019-12-09,1,-0.9486598456278444,-0.9486598456278444,0.957862377166748,0,1,0,0.0,1.0
ACI,2020-04-06,1,-0.9655844327062368,-0.9655844327062368,0.9734599590301514,0,1,0,0.0,1.0
ACI,2020-12-18,1,-0.9189821165055037,-0.9189821165055037,0.92850661277771,0,1,0,0.0,1.0
ACI,2021-01-10,1,0.9323047269135714,0.9323047269135714,0.9540272355079652,1,0,0,1.0,0.0
ACI,2021-03-23,1,0.0083358716219663,0.0083358716219663,0.9493517875671388,0,0,1,0.0,0.0
ACI,2021-04-30,1,-0.9504115842282772,-0.9504115842282772,0.9659501910209656,0,1,0,0.0,1.0
ACI,2021-07-23,1,0.8137436714023352,0.8137436714023352,0.8286752104759216,1,0,0,1.0,0.0
ACI,2021-09-05,1,-0.92496535833925,-0.92496535833925,0.93505859375,0,1,0,0.0,1.0
ACI,2023-04-27,1,-0.901277981698513,-0.901277981698513,0.9109679460525512,0,1,0,0.0,1.0
ACI,2024-01-19,1,0.0514254011213779,0.0514254011213779,0.9227035641670228,0,0,1,0.0,0.0
ACI,2024-02-26,1,-0.965714900754392,-0.965714900754392,0.9735984802246094,0,1,0,0.0,1.0
ACI,2025-01-24,1,0.7308555459603667,0.7308555459603667,0.7409472465515137,1,0,0,1.0,0.0
ACI,2025-04-18,1,0.0514254011213779,0.0514254011213779,0.9227035641670228,0,0,1,0.0,0.0
ACI,2025-12-12,1,-0.9657012466341256,-0.9657012466341256,0.9756152033805848,0,1,0,0.0,1.0
ACI,2025-12-13,1,-0.853786788880825,-0.853786788880825,0.920520544052124,0,1,0,0.0,1.0
ACI,2026-03-06,1,0.0083358716219663,0.0083358716219663,0.9493517875671388,0,0,1,0.0,0.0
BANKASIA,2011-04-04,1,0.810762532055378,0.810762532055378,0.8261064887046814,1,0,0,1.0,0.0
BANKASIA,2011-08-18,1,-0.9647992355749012,-0.9647992355749012,0.9759148955345154,0,1,0,0.0,1.0
BANKASIA,2012-02-07,1,0.8663313556462526,0.8663313556462526,0.8817407488822937,1,0,0,1.0,0.0
BANKASIA,2012-04-19,1,0.4074534177780151,0.4074534177780151,0.5828209519386292,1,0,0,1.0,0.0
BANKASIA,2012-06-15,1,0.0556438798084855,0.0556438798084855,0.9188451766967772,0,0,1,0.0,0.0
BANKASIA,2012-07-05,1,-0.9386971313506364,-0.9386971313506364,0.9509525299072266,0,1,0,0.0,1.0
BANKASIA,2012-07-27,1,0.2929300814867019,0.2929300814867019,0.4478618800640106,1,0,0,1.0,0.0
BANKASIA,2013-02-22,1,-0.925768543034792,-0.925768543034792,0.9365009665489196,0,1,0,0.0,1.0
BANKASIA,2013-08-16,1,0.0596963688731193,0.0596963688731193,0.8962870836257935,0,0,1,0.0,0.0
BANKASIA,2014-01-03,1,0.7540489863604307,0.7540489863604307,0.7720540165901184,1,0,0,1.0,0.0
BANKASIA,2014-10-30,1,0.7042548293247819,0.7042548293247819,0.7165725231170654,1,0,0,1.0,0.0
BANKASIA,2014-11-19,1,0.0129360798746347,0.0129360798746347,0.9495450854301452,0,0,1,0.0,0.0
BANKASIA,2015-02-27,1,0.9376513827592134,0.9376513827592134,0.958684265613556,1,0,0,1.0,0.0
BANKASIA,2015-04-21,1,-0.9618016611784695,-0.9618016611784695,0.9718189239501952,0,1,0,0.0,1.0
BANKASIA,2016-03-28,1,0.9388365969061852,0.9388365969061852,0.9589486122131348,1,0,0,1.0,0.0
BANKASIA,2017-08-11,1,0.934037322178483,0.934037322178483,0.9570940732955932,1,0,0,1.0,0.0
BANKASIA,2017-09-18,1,-0.9179011099040508,-0.9179011099040508,0.9275432229042052,0,1,0,0.0,1.0
BANKASIA,2018-06-28,1,0.013861883431673,0.013861883431673001,0.948005735874176,0,0,1,0.0,0.0
BANKASIA,2018-11-16,1,-0.8579951599240303,-0.8579951599240303,0.9226706624031068,0,1,0,0.0,1.0
BANKASIA,2018-12-30,1,-0.965201823040843,-0.965201823040843,0.9733254313468932,0,1,0,0.0,1.0
BANKASIA,2019-02-15,1,0.013861883431673,0.013861883431673001,0.948005735874176,0,0,1,0.0,0.0
BANKASIA,2020-02-14,1,0.8110607797279954,0.8110607797279954,0.8254109621047974,1,0,0,1.0,0.0
BANKASIA,2020-03-16,1,-0.946979220956564,-0.946979220956564,0.9567219614982604,0,1,0,0.0,1.0
BANKASIA,2020-06-22,1,0.93338393419981,0.93338393419981,0.9542956352233888,1,0,0,1.0,0.0
BANKASIA,2021-12-10,1,0.0556438798084855,0.0556438798084855,0.9188451766967772,0,0,1,0.0,0.0
BANKASIA,2022-10-11,1,0.0556438798084855,0.0556438798084855,0.9188451766967772,0,0,1,0.0,0.0
BANKASIA,2023-02-03,1,0.0596963688731193,0.0596963688731193,0.8962870836257935,0,0,1,0.0,0.0
BANKASIA,2024-05-03,1,-0.8546088263392448,-0.8546088263392448,0.9209234714508056,0,1,0,0.0,1.0
BANKASIA,2025-09-28,1,0.93197163939476,0.93197163939476,0.953973114490509,1,0,0,1.0,0.0
BANKASIA,2026-01-22,1,0.2724189013242721,0.2724189013242721,0.4347501397132873,1,0,0,1.0,0.0
BANKASIA,2026-01-23,1,-0.9384358301758766,-0.9384358301758766,0.9503171443939208,0,1,0,0.0,1.0
BATBC,2010-08-19,1,0.8430805066600442,0.8430805066600443,0.8517705798149109,1,0,0,1.0,0.0
BATBC,2010-08-27,1,-0.9112682975828648,-0.9112682975828648,0.9488065838813782,0,1,0,0.0,1.0
BATBC,2011-09-16,1,0.8312276341021061,0.8312276341021061,0.8456507921218872,1,0,0,1.0,0.0
BATBC,2012-03-30,1,0.3868628293275833,0.3868628293275833,0.560777485370636,1,0,0,1.0,0.0
BATBC,2012-05-29,1,-0.9626094587147236,-0.9626094587147236,0.9724419116973876,0,1,0,0.0,1.0
BATBC,2012-06-01,1,0.4056947231292724,0.4056947231292724,0.5722103118896484,1,0,0,1.0,0.0
BATBC,2012-07-04,1,0.9397003650665284,0.9397003650665284,0.9595954418182372,1,0,0,1.0,0.0
BATBC,2012-08-03,1,-0.9504313496872784,-0.9504313496872784,0.96561998128891,0,1,0,0.0,1.0
BATBC,2012-08-31,1,-0.9547451650723816,-0.9547451650723816,0.9634642601013184,0,1,0,0.0,1.0
BATBC,2013-07-04,1,0.8113523339852691,0.811352333985269,0.8262550234794617,1,0,0,1.0,0.0
BATBC,2013-12-19,1,0.0960357636213302,0.09603576362133022,0.8688273429870605,0,0,1,0.0,0.0
BATBC,2014-06-19,1,0.7372892890125513,0.7372892890125513,0.7474601864814758,1,0,0,1.0,0.0
BATBC,2014-07-11,1,-0.948014037683606,-0.948014037683606,0.956831395626068,0,1,0,0.0,1.0
BATBC,2015-02-06,1,0.7548389304429293,0.7548389304429293,0.7653148174285889,1,0,0,1.0,0.0
BATBC,2016-11-23,1,0.3095479346811771,0.3095479346811771,0.6568207144737244,0,0,1,0.0,0.0
BATBC,2016-12-30,1,0.9328959230333568,0.9328959230333568,0.9538176655769348,1,0,0,1.0,0.0
BATBC,2017-11-20,1,0.2209053337574005,0.2209053337574005,0.7415999174118042,0,0,1,0.0,0.0
BATBC,2018-01-05,1,0.0065951701253652,0.0065951701253652,0.9520928263664246,0,0,1,0.0,0.0
BATBC,2018-02-16,1,-0.9105986710637808,-0.9105986710637808,0.92078959941864,0,1,0,0.0,1.0
BATBC,2018-06-22,1,0.0960357636213302,0.09603576362133022,0.8688273429870605,0,0,1,0.0,0.0
BATBC,2018-08-01,1,0.0960357636213302,0.09603576362133022,0.8688273429870605,0,0,1,0.0,0.0
BATBC,2018-11-09,1,-0.9504313496872784,-0.9504313496872784,0.96561998128891,0,1,0,0.0,1.0
BATBC,2019-06-21,1,-0.9108321452513336,-0.9108321452513336,0.921605110168457,0,1,0,0.0,1.0
BATBC,2020-11-16,1,-0.9105986710637808,-0.9105986710637808,0.92078959941864,0,1,0,0.0,1.0
BATBC,2020-12-22,1,-0.9504313496872784,-0.9504313496872784,0.96561998128891,0,1,0,0.0,1.0
BATBC,2021-01-08,1,-0.948014037683606,-0.948014037683606,0.956831395626068,0,1,0,0.0,1.0
BATBC,2021-02-12,1,-0.4045137763023376,-0.4045137763023376,0.6929753422737122,0,1,0,0.0,1.0
BATBC,2021-03-25,1,0.3903815597295761,0.3903815597295761,0.5636643767356873,1,0,0,1.0,0.0
BATBC,2021-04-16,1,0.8850439991801977,0.8850439991801977,0.898338258266449,1,0,0,1.0,0.0
BATBC,2021-06-21,1,0.7543685529381037,0.7543685529381037,0.7648561596870422,1,0,0,1.0,0.0
BATBC,2023-02-03,1,-0.9145607389509678,-0.9145607389509678,0.9504314661026,0,1,0,0.0,1.0
BATBC,2023-12-22,1,0.0062235128134489,0.0062235128134489,0.950813889503479,0,0,1,0.0,0.0
BATBC,2024-11-06,1,-0.948014037683606,-0.948014037683606,0.956831395626068,0,1,0,0.0,1.0
BATBC,2025-05-16,1,0.0960357636213302,0.09603576362133022,0.8688273429870605,0,0,1,0.0,0.0
BEXIMCO,2010-05-11,1,0.933310503140092,0.933310503140092,0.9539650678634644,1,0,0,1.0,0.0
BEXIMCO,2011-11-01,1,0.8103722976520658,0.8103722976520658,0.8189612627029419,1,0,0,1.0,0.0
BEXIMCO,2011-12-19,1,0.3090599793940782,0.3090599793940782,0.6460424065589905,0,0,1,0.0,0.0
BEXIMCO,2012-05-21,1,-0.9229131685569882,-0.9229131685569881,0.9330375790596008,0,1,0,0.0,1.0
BEXIMCO,2012-12-14,1,0.2721954435110092,0.2721954435110092,0.4309892654418945,1,0,0,1.0,0.0
BEXIMCO,2013-04-04,1,0.9321084823459388,0.9321084823459388,0.9541338086128236,1,0,0,1.0,0.0
BEXIMCO,2013-06-13,1,0.9402379225939512,0.9402379225939512,0.9594693779945374,1,0,0,1.0,0.0
BEXIMCO,2013-09-13,1,0.0314821284264326,0.0314821284264326,0.9284630417823792,0,0,1,0.0,0.0
BEXIMCO,2014-01-19,1,0.2721954435110092,0.2721954435110092,0.4309892654418945,1,0,0,1.0,0.0
BEXIMCO,2014-02-01,1,0.9402379225939512,0.9402379225939512,0.9594693779945374,1,0,0,1.0,0.0
BEXIMCO,2014-02-07,1,0.5399921871721745,0.5399921871721745,0.5510177612304688,1,0,0,1.0,0.0
BEXIMCO,2014-04-24,1,-0.935470593161881,-0.935470593161881,0.945431351661682,0,1,0,0.0,1.0
BEXIMCO,2015-07-10,1,-0.9267034791409968,-0.9267034791409968,0.9370362162590028,0,1,0,0.0,1.0
BEXIMCO,2015-09-22,1,0.7407675497233868,0.7407675497233868,0.7588846683502197,1,0,0,1.0,0.0
BEXIMCO,2016-01-15,1,-0.9647959442809224,-0.9647959442809225,0.9752463698387146,0,1,0,0.0,1.0
BEXIMCO,2016-09-26,1,0.0581263024359941,0.0581263024359941,0.9151635766029358,0,0,1,0.0,0.0
BEXIMCO,2018-04-05,1,0.7573523633182049,0.7573523633182049,0.7723045349121094,1,0,0,1.0,0.0
BEXIMCO,2018-12-19,1,-0.925066977739334,-0.925066977739334,0.9345914721488952,0,1,0,0.0,1.0
BEXIMCO,2019-06-20,1,-0.9115538513287902,-0.9115538513287902,0.9215015172958374,0,1,0,0.0,1.0
BEXIMCO,2019-08-23,1,0.0314821284264326,0.0314821284264326,0.9284630417823792,0,0,1,0.0,0.0
BEXIMCO,2020-01-31,1,0.8103722976520658,0.8103722976520658,0.8189612627029419,1,0,0,1.0,0.0
BEXIMCO,2020-06-03,1,0.3048819303512573,0.3048819303512573,0.4562303125858307,1,0,0,1.0,0.0
BEXIMCO,2021-02-05,1,0.0314821284264326,0.0314821284264326,0.9284630417823792,0,0,1,0.0,0.0
BEXIMCO,2021-10-29,1,0.4027766436338424,0.4027766436338424,0.5729663968086243,1,0,0,1.0,0.0
BEXIMCO,2022-05-11,1,0.9383051674813032,0.9383051674813032,0.9587563276290894,1,0,0,1.0,0.0
BEXIMCO,2024-06-07,1,0.0055522918701171,0.0055522918701171,0.9507378339767456,0,0,1,0.0,0.0
BEXIMCO,2024-06-28,1,-0.4208615124225616,-0.4208615124225616,0.7011779546737671,0,1,0,0.0,1.0
