stock,date,n_articles,mean_score,weighted_score,mean_confidence,pos_count,neg_count,neu_count,pos_ratio,neg_ratio
ACI,2010-04-26,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2011-01-10,1,-0.9449746310710908,-0.902121369020021,0.954651415348053,0,1,0,0.0,1.0
ACI,2011-01-28,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2011-02-11,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ACI,2011-12-23,1,0.0514254011213779,0.0474504009034142,0.9227035641670228,0,0,1,0.0,0.0
ACI,2012-04-06,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2012-05-09,1,0.0760328061878681,0.067075326078454,0.8821892738342285,0,0,1,0.0,0.0
ACI,2012-11-14,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2012-12-10,1,0.0514254011213779,0.0474504009034142,0.9227035641670228,0,0,1,0.0,0.0
ACI,2013-05-20,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ACI,2013-06-07,1,0.4027766436338424,0.230777482221554,0.5729663968086243,1,0,0,1.0,0.0
ACI,2013-09-12,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2014-07-03,1,0.9383520148694516,0.8996221837083925,0.9587256908416748,1,0,0,1.0,0.0
ACI,2014-09-12,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ACI,2014-09-28,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2014-12-26,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2015-05-23,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2017-06-07,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2017-06-08,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2017-07-17,1,0.0313102062791585,0.029025311013770396,0.927023947238922,0,0,1,0.0,0.0
ACI,2017-10-27,1,-0.9248618697747588,-0.8643015895009984,0.9345196485519408,0,1,0,0.0,1.0
ACI,2017-11-03,1,0.0313102062791585,0.029025311013770396,0.927023947238922,0,0,1,0.0,0.0
ACI,2018-01-31,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ACI,2018-05-10,1,-0.9659014819189906,-0.9424068368148016,0.9756759405136108,0,1,0,0.0,1.0
ACI,2018-08-09,1,0.0760328061878681,0.067075326078454,0.8821892738342285,0,0,1,0.0,0.0
ACI,2019-05-08,1,-0.92496535833925,-0.8648968072361639,0.93505859375,0,1,0,0.0,1.0
ACI,2019-05-22,1,-0.9504115842282772,-0.9180502513338429,0.9659501910209656,0,1,0,0.0,1.0
ACI,2019-12-09,1,-0.9486598456278444,-0.9086855748557273,0.957862377166748,0,1,0,0.0,1.0
ACI,2020-04-06,1,-0.9655844327062368,-0.9399577823023653,0.9734599590301514,0,1,0,0.0,1.0
ACI,2020-07-21,1,0.0,0.0,0.0,0,0,1,0.0,0.0
ACI,2020-09-15,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2020-12-18,1,-0.9189821165055037,-0.853280972199816,0.92850661277771,0,1,0,0.0,1.0
ACI,2021-01-10,1,0.9323047269135714,0.8894441012683629,0.9540272355079652,1,0,0,1.0,0.0
ACI,2021-03-23,1,0.0083358716219663,0.00791367462524389,0.9493517875671388,0,0,1,0.0,0.0
ACI,2021-04-30,1,-0.9504115842282772,-0.9180502513338429,0.9659501910209656,0,1,0,0.0,1.0
ACI,2021-07-23,1,0.8137436714023352,0.6743292081727793,0.8286752104759216,1,0,0,1.0,0.0
ACI,2021-09-05,1,-0.92496535833925,-0.8648968072361639,0.93505859375,0,1,0,0.0,1.0
ACI,2021-10-04,1,1.0,1.0,1.0,1,0,0,1.0,0.0
ACI,2022-10-31,1,-1.0,-1.0,1.0,0,1,0,0.0,1.0
ACI,2023-04-27,1,-0.901277981698513,-0.8210353518102832,0.9109679460525512,0,1,0,0.0,1.0
ACI,2023-08-24,1,0.0,0.0,0.0,0,0,1,0.0,0.0
