date,code,name,sector,open,high,low,close,volume,trade,value,SMA_5,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,EMA_50,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR_14,Returns_1d,Returns_5d,Returns_20d,Log_Returns,Volatility_30d,Volatility_60d,Volume_SMA_20,Volume_Ratio,Target_Return_1d,Target_Price_1d
2010-10-08,HEIDELBCEM,Heidelberg Cement,Cement,294.2,294.64,294.0,294.15,95253,1629,28018614.7,306.22400000000005,306.475,298.21349999999995,268.72540000000004,237.428,215.77715,302.75803372173533,292.23014997247265,274.3410771207582,55.17104741777839,10.527883749262685,12.79033258900002,-2.262448839737335,298.21349999999995,324.4582919846146,271.9687080153853,52.48958396922933,0.5239380826629654,9.855714285714274,0.010187215382020609,-0.04791123545495002,0.06823856745380619,0.01013567544017573,0.3434030484923218,0.3242121836354887,526472.8,1.73257953687256,-0.01907190209076992,288.54
2010-10-11,HEIDELBCEM,Heidelberg Cement,Cement,287.76,294.25,286.12,288.54,600657,4544,173314494.98,302.15600000000006,305.928,299.40950000000004,270.0866,238.4802,216.3227,301.43372084146836,292.3723610856228,275.1178976258265,41.93166691317852,9.061359755845558,12.044538022369128,-2.98317826652357,299.40950000000004,322.24334235826313,276.57565764173694,45.667684716526196,0.3848310346222401,9.119285714285704,-0.017764717667880126,-0.0646761423256702,0.08851718906117001,-0.017924404283087635,0.3494115538556627,0.3248611292120005,528279.45,0.18030797904404575,-0.010605115408608867,285.48
2010-10-12,HEIDELBCEM,Heidelberg Cement,Cement,285.19,289.78,282.12,285.48,709639,4259,202584636.49,297.294,304.271,300.034,271.2892,239.4566,216.82920000000001,299.45007148124245,292.0884824866878,275.6442545816765,40.46531544390526,7.3615889945546655,11.107948216806236,-3.74635922225157,300.034,320.7641229082072,279.3038770917928,41.460245816414385,0.22277057760594798,9.037857142857133,-0.01907190209076992,-0.07770497043311486,0.04524542655316077,-0.019256116792838604,0.3517473038228787,0.3262871768606507,539789.8,1.1127609302732284,0.02567605436457887,292.81
2010-10-13,HEIDELBCEM,Heidelberg Cement,Cement,288.23,295.79,288.15,292.81,795667,3487,232982490.07,292.81800000000004,301.90500000000003,300.2095,272.51959999999997,240.4801,217.29219999999998,297.3008297148975,291.5989652654516,276.0299700882774,39.56181970415855,5.70186444944585,10.026731463334158,-4.3248670138883085,300.2095,320.34666279079704,280.07233720920294,40.2743255815941,0.13427072241945748,8.875714285714272,-0.010605115408608867,-0.07269538101734552,0.012448132780082943,-0.010661750414759669,0.33870340719075015,0.32540686276481035,537180.7,1.3210433658543579,-0.01642703459581296,288.0
2010-10-14,HEIDELBCEM,Heidelberg Cement,Cement,289.37,292.34,285.78,288.0,603324,1070,173756348.03,292.09000000000003,300.66400000000004,300.6555,273.85,241.584,217.80370000000002,296.60993283568246,291.6886715420848,276.68801047697247,40.26206896551724,4.921261293597638,9.005637429386855,-4.084376135789217,300.6555,319.63248603433306,281.678513965667,37.953972068666076,0.293289092751452,8.972142857142845,0.02567605436457887,-0.012278630460448636,0.03142062066293283,0.025351960406553662,0.34438085935485996,0.3277740286119683,563349.45,1.4123862196013506,0.021597222222222268,294.22
2010-10-15,HEIDELBCEM,Heidelberg Cement,Cement,292.83,295.19,290.92,294.22,543953,1381,160039750.42,289.796,298.01000000000005,300.985,274.9624,242.55470000000003,218.28225000000003,295.285327784039,291.4154366130415,277.13161790924806,41.7,3.869891170997505,7.978488177708986,-4.108597006711481,300.985,318.74479788884247,283.22520211115756,35.51959577768491,0.13442714603870004,8.719285714285705,-0.01642703459581296,-0.038300998430560784,0.023417788991151545,-0.01656345437347441,0.3479273611232241,0.3273099689700346,549210.6,1.098529416584458,-0.021004690367751988,288.04
2010-10-18,HEIDELBCEM,Heidelberg Cement,Cement,291.34,292.23,287.26,288.04,853338,2518,245793217.02,289.81,295.983,301.11400000000003,276.12960000000004,243.5814,218.7807,295.12143120187915,291.62318204911253,277.80175054025796,42.30171073094869,3.4982491527666184,7.082440372720513,-3.584191219953895,301.11400000000003,318.6237138754436,283.60428612455644,35.01942775088719,0.3031378453971067,8.56714285714285,0.021597222222222268,0.00023797382287971125,0.008846523110684457,0.021367306686119858,0.3518905452373596,0.3274013933604607,548904.35,0.9909795759497989,-0.0267323982780171,280.34
2010-10-19,HEIDELBCEM,Heidelberg Cement,Cement,283.3,287.43,276.1,280.34,440287,822,123430491.37,289.71000000000004,293.502,300.26300000000003,277.2122,244.57940000000002,219.233,294.0319802477439,291.35776115658564,278.2032505190714,35.524149286498385,2.6742190911582497,6.2007961164080605,-3.5265770252498108,300.26300000000003,318.6000629571543,281.92593704284576,36.67412591430855,0.16671325640971407,8.624999999999996,-0.021004690367751988,-0.0017328619948707713,-0.05579230315347794,-0.02122842744139965,0.34959564997438436,0.32711211203741886,574954.5,1.4841835310446305,0.015338517514446703,284.64
2010-10-20,HEIDELBCEM,Heidelberg Cement,Cement,289.04,289.61,279.78,284.64,787797,158,224239667.33,288.682,290.75,299.185,278.137,245.53239999999997,219.67685,291.925521748091,290.5416307005422,278.2870446163627,33.77250195669188,1.3838910475487864,5.237415102636206,-3.8535240550874192,299.185,319.5406892344728,278.8293107655272,40.711378468945554,0.03710729754889278,8.603571428571428,-0.0267323982780171,-0.018004763906403376,-0.07141437562106656,-0.027096207145754562,0.3491417824631014,0.3311872813426965,565146.95,0.7790664003406548,-0.00021079258010114899,284.58
2010-10-21,HEIDELBCEM,Heidelberg Cement,Cement,285.84,288.01,281.43,284.58,184219,3861,52424584.28,287.048,289.569,298.39500000000004,279.2102,246.53350000000003,220.16445,290.8046722483847,290.1044728708724,278.5361801216034,29.131769960915705,0.7001993775122628,4.329971957611417,-3.6297725800991545,298.39500000000004,319.7475884046608,277.0424115953393,42.70517680932153,0.1779079018589226,8.280000000000005,0.015338517514446703,-0.027902052525528576,-0.052589535348156025,0.015222071682613315,0.347495349962633,0.321015903987956,571772.5,1.3778154773095943,0.01714807786914041,289.46
